from,to
73,694
56,55
36,43
73,695
7,40
304,126
308,126
305,126
696,598
125,126
7,68
119,120
313,314
36,37
115,116
0,1
13,14
24,20
7,15
19,20
73,697
36,43
19,20
0,46
7,60
4,5
16,17
0,35
7,44
73,698
699,151
7,18
7,79
699,219
0,21
7,34
4,5
13,14
7,68
7,34
16,17
22,23
19,20
24,20
19,20
7,26
19,20
7,34
13,14
7,26
700,58
6,5
16,17
19,20
19,20
7,40
4,5
7,44
4,5
7,68
701,146
700,58
702,211
7,34
0,35
13,14
19,20
24,20
24,20
0,1
16,17
7,38
71,147
99,23
100,23
97,98
4,5
0,46
4,5
7,26
24,20
19,20
36,37
7,15
4,5
19,20
7,38
6,5
13,14
13,14
7,18
7,68
24,20
7,26
0,84
7,79
703,211
7,15
4,5
13,14
0,35
13,14
704,170
19,20
0,1
705,146
7,60
36,37
0,42
7,34
36,43
4,5
706,146
4,5
0,84
7,60
4,5
7,40
24,20
0,35
13,14
24,20
54,55
4,5
57,58
7,38
4,5
19,20
7,44
24,20
19,20
4,5
707,58
76,77
13,14
101,102
103,104
708,5
7,8
95,96
16,17
705,211
27,28
132,83
27,28
19,20
24,20
709,58
19,20
52,53
105,58
24,20
7,44
710,122
105,58
57,58
711,146
712,211
27,28
4,5
7,60
13,14
0,35
115,116
24,20
7,40
27,28
6,5
16,17
7,26
7,79
36,37
7,15
36,43
4,5
24,20
7,26
13,14
115,116
7,68
713,714
715,166
36,37
13,14
7,34
24,20
716,211
663,58
95,96
36,43
4,5
7,26
4,5
115,116
24,20
19,20
7,38
0,46
19,20
0,42
36,43
7,44
13,14
717,146
0,1
718,640
7,38
0,31
36,37
0,35
36,43
22,23
19,20
0,84
4,5
0,21
7,60
36,37
0,42
4,5
99,23
97,98
100,23
13,14
36,43
7,26
0,1
719,146
13,14
7,38
0,46
0,35
24,20
7,34
19,20
36,37
36,43
0,84
7,26
24,20
7,38
0,42
6,5
24,20
720,146
0,1
13,14
24,20
7,26
19,20
0,21
721,146
19,20
7,60
16,17
0,35
7,18
4,5
19,20
0,84
24,20
4,5
7,60
0,42
13,14
7,18
7,44
0,1
722,223
16,17
723,114
97,98
22,23
7,8
99,23
0,35
100,23
7,18
724,298
688,689
299,300
305,126
0,84
302,300
119,120
7,44
710,122
19,20
24,20
13,14
0,42
720,140
4,5
36,37
523,136
13,14
24,20
36,43
725,714
720,146
16,17
0,21
76,77
7,8
720,146
36,37
7,18
4,5
36,43
710,122
7,79
0,46
4,5
13,14
7,34
36,37
7,18
13,14
6,5
0,31
7,68
7,34
36,37
19,20
709,114
726,727
27,28
24,20
7,79
728,729
13,14
4,5
7,34
709,58
27,28
0,1
16,17
7,79
22,23
4,5
24,20
19,20
4,5
82,83
7,40
19,20
0,84
4,5
13,14
6,5
19,20
36,37
13,14
7,18
141,142
730,731
24,20
36,43
16,17
4,5
0,31
24,20
732,211
7,60
24,20
0,84
730,731
700,733
7,40
7,15
24,20
19,20
732,211
13,14
7,8
19,20
7,18
36,37
16,17
97,98
730,731
71,147
100,23
36,43
734,131
99,23
4,5
19,20
24,20
7,15
4,5
0,42
36,37
7,18
36,43
4,5
730,731
7,68
0,21
732,211
13,14
730,731
16,17
7,8
732,211
22,23
7,44
4,5
24,20
19,20
0,42
730,731
36,37
7,40
730,731
0,1
36,43
13,14
11,735
313,314
11,736
7,79
13,14
700,109
737,640
732,211
11,738
739,146
24,20
7,40
4,5
730,731
11,740
732,211
0,21
7,15
732,211
169,170
0,42
739,211
169,170
99,23
2,741
7,34
24,20
97,98
100,23
13,14
732,211
730,731
169,170
11,742
7,26
19,20
4,5
13,14
169,170
743,146
730,731
732,211
0,35
11,744
7,8
115,116
7,18
0,84
732,211
36,37
169,170
169,647
7,26
11,745
36,43
746,747
748,131
730,731
663,58
11,749
24,20
13,14
4,5
169,174
743,131
7,34
169,287
0,1
13,14
0,21
7,68
161,750
169,290
16,17
71,655
24,20
7,38
730,731
2,751
646,752
7,44
36,37
11,753
748,112
36,43
754,211
730,731
755,535
7,60
0,42
756,94
57,58
757,131
758,759
0,84
13,14
7,34
19,20
730,731
36,43
748,58
16,17
760,761
7,79
7,8
71,273
100,23
97,98
0,35
99,23
24,20
76,77
19,20
4,5
101,102
0,46
24,20
762,146
7,34
36,37
4,5
36,43
24,20
730,731
7,68
11,763
764,146
4,5
13,14
0,35
0,84
757,765
19,20
36,37
13,14
11,766
7,79
16,17
730,731
762,211
0,35
24,20
11,767
757,768
7,40
4,5
760,769
7,15
770,131
4,5
19,20
0,42
13,14
730,731
7,60
7,38
13,14
24,20
11,771
7,15
0,1
16,17
27,28
772,146
19,20
730,731
7,8
11,773
0,46
7,26
774,775
36,37
27,28
734,776
730,731
99,23
97,98
24,20
100,23
0,1
13,14
311,312
13,14
7,8
11,777
757,778
774,131
11,779
0,46
13,14
780,58
135,136
7,44
19,20
36,37
24,20
0,1
730,731
4,5
36,43
7,79
774,781
0,31
11,782
6,5
135,136
7,40
115,116
0,46
11,783
36,37
0,1
36,43
24,20
7,60
13,14
13,14
73,784
19,20
24,20
7,40
7,44
24,20
774,58
16,17
73,785
663,58
0,21
73,786
7,79
0,35
7,8
7,40
774,58
7,26
0,46
4,5
22,23
0,1
13,14
757,345
7,60
73,787
7,8
4,5
24,20
73,788
7,40
19,20
22,23
774,789
7,79
0,1
36,43
24,20
19,20
135,136
7,40
0,1
13,14
36,43
19,20
790,58
16,17
4,5
7,40
71,72
19,20
7,68
36,37
36,43
76,77
7,79
101,102
7,18
24,20
73,791
13,14
7,40
7,68
36,37
7,79
663,166
24,20
19,20
16,17
4,5
73,792
0,46
7,8
13,14
24,20
0,21
4,5
663,256
7,15
13,14
36,43
756,793
16,17
0,42
22,23
0,21
19,20
7,40
19,20
7,38
82,83
7,8
13,14
0,21
19,20
16,17
7,38
19,20
0,46
24,20
7,18
794,795
0,21
7,44
4,5
796,151
24,20
13,14
7,34
4,5
7,18
13,14
7,44
0,1
24,20
27,28
734,166
27,28
7,34
27,28
7,40
0,21
7,44
7,60
36,37
19,20
0,46
27,28
7,18
24,20
13,14
4,5
4,5
16,17
71,148
7,34
0,35
76,77
101,102
7,60
36,37
19,20
24,20
7,8
52,53
7,26
13,14
4,5
7,44
16,17
24,20
6,5
7,15
0,84
7,68
99,23
100,23
97,98
0,1
13,14
7,38
16,17
0,84
0,1
4,5
7,38
7,26
24,20
4,5
0,84
7,60
24,20
13,14
7,38
19,20
0,42
24,20
7,26
16,17
7,60
24,20
7,38
0,21
7,15
4,5
19,20
4,5
13,14
0,46
13,14
7,38
6,5
24,20
7,60
54,55
56,55
52,53
110,58
103,104
7,38
105,58
0,1
36,43
4,5
797,223
22,23
7,26
798,146
799,146
4,5
7,44
13,14
0,84
800,58
7,8
800,58
0,35
801,146
16,17
36,43
6,5
800,802
7,26
800,803
797,136
7,44
0,84
7,8
0,35
804,714
24,20
36,43
19,20
0,42
13,14
734,256
7,68
13,14
13,14
0,84
4,5
36,37
7,79
24,20
7,15
36,43
805,806
805,807
805,808
19,20
16,17
805,809
4,5
805,810
805,811
0,31
7,44
4,5
0,84
24,20
812,134
7,8
36,43
6,5
13,14
0,31
7,44
812,640
4,5
16,17
22,23
7,15
71,638
813,814
19,20
36,43
24,20
7,44
0,31
24,20
19,20
0,46
258,815
7,15
13,14
36,43
813,814
7,44
4,5
0,31
13,14
24,20
0,46
4,5
36,43
19,20
7,26
0,31
7,44
6,5
812,146
7,38
19,20
13,14
36,37
24,20
7,18
24,20
7,68
4,5
13,14
19,20
7,44
4,5
816,58
27,28
36,37
7,38
817,136
27,28
7,18
27,28
19,20
7,68
24,20
7,44
19,20
24,20
27,28
818,136
7,15
799,146
798,146
36,37
0,35
36,43
13,14
19,20
7,18
7,68
16,17
302,300
299,300
7,15
816,58
0,1
4,5
24,20
36,43
756,819
7,26
19,20
816,58
820,821
13,14
7,60
24,20
36,43
822,714
0,21
816,58
16,17
7,68
129,112
0,35
7,15
816,58
36,43
7,40
4,5
7,34
19,20
0,42
7,38
54,55
13,14
36,37
7,15
19,20
36,43
16,17
7,40
56,55
0,31
52,53
0,46
7,38
54,55
110,58
132,83
36,37
7,15
24,20
105,58
56,55
4,5
36,43
0,31
820,640
13,14
823,714
0,21
105,58
16,17
4,5
7,18
36,43
0,31
19,20
0,46
7,40
4,5
24,20
76,77
101,102
19,20
0,1
13,14
24,20
7,15
36,37
16,17
805,824
99,23
100,23
805,825
36,43
805,826
805,811
805,811
4,5
805,827
24,20
805,828
7,79
22,23
7,18
819,829
13,14
19,20
105,58
19,20
830,831
13,14
105,58
0,46
4,5
7,40
830,832
36,37
16,17
19,20
36,43
734,109
7,8
24,20
4,5
11,833
7,38
16,17
830,834
7,40
36,37
832,835
52,53
0,84
7,60
19,20
24,20
36,43
4,5
19,20
836,835
2,837
831,835
4,5
6,5
100,23
97,98
99,23
2,838
839,835
7,18
161,840
105,58
0,42
841,835
11,842
13,14
7,38
27,28
24,20
843,835
54,55
305,126
0,21
844,835
830,845
7,40
0,1
27,28
6,5
846,847
2,848
0,46
27,28
7,8
105,58
19,20
52,53
13,14
24,20
11,849
27,28
105,58
36,43
0,42
7,44
16,17
4,5
71,655
0,46
4,5
105,58
0,1
6,5
7,18
36,43
0,31
169,170
7,44
850,604
24,20
11,851
13,14
169,170
7,15
0,46
852,604
13,14
7,18
0,1
169,170
169,170
52,53
57,58
11,853
110,58
19,20
24,20
6,5
854,217
4,5
16,17
7,40
855,170
0,35
169,285
36,37
801,134
169,286
0,1
11,856
169,383
19,20
13,14
105,58
11,857
169,649
13,14
36,37
105,58
24,20
169,858
0,35
4,5
7,44
16,17
36,43
7,79
7,15
4,5
0,46
7,40
11,859
0,31
11,860
24,20
13,14
19,20
24,20
19,20
861,217
862,863
7,40
16,17
864,131
36,37
11,865
0,35
7,44
11,866
4,5
7,79
19,20
7,8
0,84
36,37
0,35
24,20
7,26
11,867
854,146
36,43
19,20
7,79
13,14
0,21
16,17
854,146
22,23
24,20
71,638
7,26
36,43
4,5
313,314
11,868
869,140
862,863
19,20
24,20
0,35
13,14
7,26
24,20
36,43
105,58
19,20
24,20
16,17
862,863
135,58
7,26
24,20
73,870
19,20
101,102
7,34
76,77
24,20
19,20
24,20
871,821
6,5
862,863
7,40
19,20
13,14
19,20
24,20
820,872
873,94
7,15
244,874
16,17
244,874
0,84
7,8
244,874
22,23
871,640
862,863
7,18
4,5
24,20
7,38
24,20
6,5
52,53
0,42
7,34
7,68
0,46
244,875
0,1
862,863
115,116
876,136
871,109
13,14
876,877
7,38
0,84
115,116
16,17
871,878
879,880
71,72
862,863
7,40
19,20
0,31
73,881
7,38
862,863
19,20
4,5
7,34
73,882
13,14
24,20
883,880
884,714
19,20
7,38
13,14
73,885
862,863
0,21
7,34
862,863
16,17
24,20
19,20
7,79
0,84
7,40
19,20
886,887
24,20
862,863
820,888
24,20
7,60
24,20
7,8
0,42
100,23
99,23
97,98
13,14
19,20
4,5
7,68
19,20
24,20
36,37
862,863
4,5
27,28
715,256
4,5
0,31
7,68
19,20
36,37
19,20
0,35
889,146
890,219
7,26
36,43
891,714
7,15
13,14
7,79
19,20
24,20
0,31
7,40
27,28
36,37
16,17
7,26
0,35
862,863
24,20
36,43
0,42
24,20
19,20
892,146
7,79
7,68
893,58
894,685
895,685
896,897
898,298
899,298
900,298
901,897
902,232
903,298
904,905
906,897
907,897
908,298
0,31
304,126
125,126
308,126
305,126
301,126
605,300
304,126
125,126
308,126
305,126
301,126
304,126
125,126
308,126
305,126
301,126
304,126
125,126
308,126
305,126
301,126
304,126
308,126
115,116
311,312
0,35
115,116
4,5
7,26
36,43
0,21
24,20
862,863
7,15
6,5
13,14
0,1
862,863
0,31
24,20
7,44
135,58
16,17
0,35
7,26
71,147
100,23
99,23
97,98
19,20
24,20
780,58
605,300
304,126
305,126
308,126
7,15
125,126
301,126
308,126
301,126
909,897
910,298
911,298
912,897
913,298
904,905
0,84
862,863
0,31
7,44
4,5
605,300
19,20
304,126
13,14
305,126
308,126
125,126
301,126
304,126
305,126
308,126
125,126
301,126
85,86
27,28
780,914
119,120
6,5
915,916
311,312
7,8
13,14
19,20
24,20
135,914
862,863
7,40
16,17
85,87
24,20
7,8
605,300
19,20
7,79
135,914
115,116
19,20
24,20
4,5
862,863
13,14
7,34
4,5
862,863
917,347
918,347
7,79
918,347
13,14
918,347
19,20
918,347
24,20
19,20
919,714
119,120
135,136
920,347
862,863
19,20
7,68
19,20
24,20
7,44
13,14
0,31
305,126
308,126
125,126
301,126
304,126
19,20
862,863
921,136
24,20
7,8
13,14
16,17
24,20
19,20
22,23
19,20
0,31
19,20
7,8
862,863
135,136
922,345
4,5
24,20
7,68
13,14
13,14
0,35
56,55
111,112
54,55
19,20
22,23
7,68
24,20
6,5
19,20
7,38
115,116
4,5
7,68
13,14
7,38
16,17
7,8
6,5
36,43
7,79
99,23
100,23
97,98
7,68
646,923
0,31
797,223
7,38
36,37
0,42
24,20
4,5
7,8
36,43
0,46
85,131
19,20
0,84
7,40
24,20
13,14
924,925
36,37
27,28
16,17
0,42
52,53
54,55
105,58
103,104
105,58
7,18
27,28
36,43
0,1
19,20
125,126
0,84
95,96
0,21
4,5
7,44
24,20
27,28
27,28
7,8
7,79
85,131
924,925
19,20
13,14
0,35
24,20
16,17
24,20
19,20
7,18
757,926
7,79
4,5
0,35
7,68
4,5
7,38
7,18
97,98
99,23
13,14
0,46
0,31
13,14
24,20
16,17
22,23
36,37
71,638
19,20
4,5
0,46
36,43
24,20
0,84
95,96
85,58
19,20
19,20
13,14
36,37
0,46
927,146
36,43
24,20
13,14
7,34
7,8
36,37
4,5
36,43
24,20
4,5
6,5
7,68
244,245
928,58
929,232
7,38
36,37
13,14
7,18
13,14
4,5
19,20
24,20
19,20
16,17
19,20
7,8
4,5
7,68
7,15
930,714
0,35
19,20
13,14
7,8
36,37
0,42
13,14
0,84
7,40
931,109
931,242
7,15
0,35
6,5
7,18
932,345
36,37
0,42
0,21
19,20
36,43
4,5
7,79
4,5
0,35
13,14
0,1
13,14
7,18
36,37
16,17
36,43
7,79
933,552
0,35
7,38
934,58
7,18
36,37
7,79
36,43
19,20
95,96
13,14
935,936
4,5
7,38
935,937
0,35
4,5
6,5
19,20
7,18
36,37
938,939
940,939
7,79
36,43
16,17
105,58
941,942
7,44
19,20
105,58
54,55
943,300
24,20
944,300
0,42
105,58
941,942
36,37
7,79
36,43
935,945
7,15
4,5
13,14
24,20
935,946
36,37
947,714
19,20
7,8
948,714
949,714
0,46
950,714
16,17
7,68
932,58
24,20
7,44
19,20
7,40
4,5
36,43
951,952
6,5
933,136
13,14
7,34
951,952
0,42
16,17
0,46
36,37
4,5
7,68
951,952
0,35
7,44
76,77
101,102
22,23
933,109
953,954
7,26
951,952
13,14
0,84
24,20
7,38
13,14
4,5
19,20
24,20
0,1
955,109
16,17
71,148
956,131
22,23
953,954
27,28
7,8
956,58
6,5
4,5
27,28
7,38
953,954
27,28
951,952
0,31
36,43
953,954
951,952
7,15
13,14
955,795
27,28
957,939
19,20
4,5
953,954
16,17
7,18
19,20
24,20
0,84
7,8
953,954
19,20
7,38
0,21
958,714
959,714
4,5
951,952
953,954
7,26
24,20
889,140
16,17
953,954
2,960
7,18
0,31
953,954
6,5
4,5
36,37
889,552
953,954
11,961
7,15
951,952
103,104
962,146
13,14
2,963
953,954
7,79
964,146
953,954
0,46
13,14
11,965
24,20
57,58
24,20
4,5
7,40
953,954
11,966
6,5
951,952
16,17
0,21
0,31
7,18
19,20
967,256
7,8
7,15
11,968
951,952
953,954
0,1
13,14
7,60
2,969
967,166
36,43
13,14
953,954
4,5
24,20
7,8
11,970
953,954
19,20
7,34
24,20
52,53
7,38
4,5
971,134
82,83
892,134
953,954
951,952
7,8
22,23
7,34
953,954
19,20
13,14
155,131
11,972
0,42
7,26
953,954
951,952
4,5
0,46
13,14
953,954
4,5
7,34
953,954
973,939
0,1
11,974
7,18
169,170
953,954
36,37
0,84
19,20
951,952
169,170
7,68
169,170
6,5
7,34
0,35
24,20
953,954
11,975
13,14
169,170
24,20
7,18
313,314
169,170
11,976
4,5
16,17
977,138
169,170
953,954
16,17
169,170
953,954
978,345
7,15
11,979
0,21
7,38
951,952
980,146
981,982
11,983
4,5
169,173
953,954
951,952
13,14
7,15
953,954
11,984
169,179
951,952
169,290
11,985
977,140
7,26
19,20
986,939
19,20
11,987
19,20
988,146
989,146
953,954
953,954
7,18
24,20
4,5
953,954
953,954
27,28
951,952
13,14
990,138
4,5
988,256
953,954
991,992
16,17
953,954
928,993
27,28
988,166
953,954
7,8
27,28
994,5
0,1
951,952
928,109
953,954
27,28
4,5
995,146
7,44
11,996
0,42
953,954
24,20
36,37
244,245
928,58
0,84
244,245
7,8
19,20
997,58
981,81
24,20
951,952
7,15
0,31
953,954
16,17
7,26
0,46
16,17
73,998
71,209
999,939
97,98
100,23
99,23
6,5
981,982
7,8
244,1000
1001,939
951,952
953,954
4,5
7,60
0,46
13,14
700,112
4,5
953,954
7,79
244,1002
7,8
700,1003
1004,114
953,954
928,58
19,20
13,14
7,60
951,952
24,20
19,20
135,58
73,1005
700,112
953,954
24,20
951,952
7,79
7,68
24,20
19,20
4,5
0,35
953,954
1006,146
4,5
24,20
73,1007
13,14
951,952
7,8
1006,211
0,21
953,954
73,1008
953,954
7,15
16,17
951,952
953,954
1009,1010
0,1
953,954
7,44
19,20
401,131
24,20
19,20
99,23
100,23
97,98
13,14
24,20
951,952
953,954
24,20
4,5
19,20
13,14
953,954
19,20
953,954
4,5
1011,211
24,20
0,31
1011,256
1012,939
951,952
52,53
36,43
953,954
7,79
57,58
1013,58
953,954
1014,146
0,42
951,952
7,40
1015,146
1011,138
0,84
4,5
6,5
7,79
0,1
13,14
4,5
19,20
1013,114
0,31
951,952
1013,1016
24,20
36,43
19,20
4,5
7,60
24,20
1013,138
82,83
19,20
6,5
951,952
953,954
13,14
7,60
1017,939
1018,138
0,35
1018,256
7,79
401,171
16,17
71,147
953,954
100,23
99,23
97,98
1019,211
951,952
4,5
36,43
7,60
1015,211
7,79
6,5
4,5
953,954
24,20
13,14
7,34
24,20
1020,211
305,126
125,126
301,126
304,126
308,126
305,126
125,126
301,126
304,126
308,126
305,126
125,126
308,126
305,126
1021,298
19,20
995,211
401,131
1022,714
125,126
301,126
308,126
304,126
301,126
304,126
123,124
605,300
951,952
13,14
1023,298
119,120
7,26
311,312
0,21
989,211
24,20
951,952
7,18
16,17
71,148
1024,146
7,44
4,5
0,46
7,26
951,952
1025,1026
953,954
4,5
7,18
1025,1026
7,38
36,37
7,40
13,14
953,954
1027,146
951,952
16,17
1028,256
953,954
24,20
7,38
19,20
24,20
953,954
1029,541
4,5
4,5
951,952
0,21
7,79
24,20
13,14
7,15
953,954
13,14
7,8
4,5
953,954
7,44
951,952
4,5
953,954
0,35
115,116
19,20
7,18
1030,146
951,952
0,42
7,8
19,20
0,1
24,20
7,79
7,15
953,954
4,5
19,20
13,14
24,20
0,31
951,952
7,8
4,5
0,84
951,952
16,17
1031,138
82,83
6,5
7,79
1031,58
0,42
7,8
1032,939
0,46
951,952
7,26
7,68
13,14
19,20
27,28
953,954
27,28
7,38
13,14
7,8
19,20
4,5
115,116
24,20
36,37
27,28
6,5
1031,1033
953,954
16,17
0,35
951,952
7,26
19,20
24,20
19,20
7,34
36,43
951,952
135,815
7,26
0,35
13,14
4,5
951,952
1034,217
1035,939
13,14
0,31
19,20
24,20
1036,1037
7,8
7,60
16,17
0,46
1031,109
951,952
7,68
1038,939
951,952
0,42
7,40
0,84
953,954
24,20
13,14
6,5
4,5
953,954
24,20
951,952
7,8
36,37
24,20
953,954
951,952
7,18
24,20
7,38
4,5
715,1039
0,35
13,14
7,26
1040,939
7,38
0,31
19,20
36,37
7,44
19,20
24,20
7,68
1041,1042
13,14
4,5
7,8
7,44
1043,682
1044,131
0,35
4,5
13,14
1031,146
7,34
19,20
4,5
7,60
0,84
95,96
0,21
7,44
1045,521
953,954
24,20
19,20
7,15
953,954
1046,939
0,42
13,14
953,954
7,79
4,5
24,20
244,246
36,37
4,5
22,23
7,40
6,5
7,18
24,20
244,1047
24,20
7,8
1030,256
13,14
19,20
7,26
953,954
19,20
16,17
1044,131
24,20
7,34
4,5
132,83
953,954
1030,114
7,8
82,83
24,20
4,5
7,44
0,35
1030,138
1031,136
7,38
13,14
953,954
27,28
0,1
0,35
19,20
13,14
7,44
24,20
27,28
4,5
19,20
24,20
19,20
7,44
953,954
1048,223
4,5
953,954
7,34
0,46
24,20
953,954
13,14
1048,136
16,17
22,23
19,20
0,31
36,43
95,96
7,34
1039,715
7,60
19,20
4,5
24,20
7,38
13,14
19,20
7,40
32,1049
0,35
16,17
4,5
7,79
24,20
953,954
19,20
24,20
4,5
0,46
36,43
7,34
1050,939
7,26
0,21
4,5
13,14
953,954
4,5
953,954
1051,211
19,20
13,14
7,26
4,5
0,35
24,20
1051,256
7,18
36,43
1051,114
95,96
7,8
0,42
24,20
1051,138
1052,131
7,79
19,20
953,954
13,14
24,20
4,5
7,38
13,14
0,46
1052,131
13,14
7,8
0,42
1053,939
0,84
19,20
22,23
7,79
1052,58
7,68
1054,863
24,20
0,1
6,5
7,40
1052,58
0,84
7,44
4,5
7,79
19,20
13,14
7,34
13,14
0,46
24,20
0,84
953,954
24,20
361,1055
7,15
6,5
953,954
4,5
1055,151
7,8
1055,219
0,21
99,23
19,20
100,23
24,20
13,14
953,954
4,5
7,79
19,20
13,14
24,20
0,31
36,37
7,34
1056,146
953,954
1057,146
0,1
16,17
71,1058
19,20
22,23
953,954
7,26
7,44
0,84
953,954
4,5
1057,146
7,68
19,20
24,20
24,20
1059,219
7,60
953,954
13,14
1056,211
7,79
13,14
7,34
22,23
4,5
7,26
24,20
0,84
19,20
1060,151
4,5
1060,219
7,68
0,31
36,43
7,40
13,14
7,26
11,1061
0,35
7,79
13,14
24,20
19,20
24,20
16,17
7,60
24,20
4,5
1062,146
2,1063
0,35
953,954
7,79
11,1064
1062,138
22,23
7,34
24,20
13,14
24,20
0,1
19,20
2,1065
6,5
0,35
1066,146
7,79
19,20
1067,939
11,1068
7,34
0,21
11,1069
1070,541
4,5
24,20
19,20
7,15
95,96
1071,939
0,42
1072,146
36,37
7,34
1073,131
953,954
13,14
1073,131
2,1074
953,954
7,15
16,17
0,84
24,20
7,38
953,954
16,17
19,20
0,42
22,23
27,28
1073,58
7,68
4,5
1075,146
24,20
19,20
11,1076
7,34
7,60
1073,58
27,28
0,35
7,44
85,112
99,23
97,98
36,37
100,23
6,5
11,1077
13,14
1078,714
13,14
1079,714
1080,714
1081,714
1082,714
1083,714
1084,714
1085,714
1086,714
1087,714
1088,714
1089,714
1090,714
1091,714
953,954
7,40
7,26
13,14
0,35
1092,1093
7,79
36,43
11,1094
24,20
7,34
169,170
169,170
1095,58
11,1096
4,5
7,44
169,170
169,170
19,20
13,14
11,1097
24,20
953,954
7,34
169,170
0,1
16,17
169,647
11,1098
7,18
169,173
4,5
169,174
953,954
0,42
7,68
0,21
19,20
169,287
11,1099
953,954
244,245
169,649
1100,939
953,954
36,37
953,954
13,14
0,46
11,1101
7,8
953,954
16,17
244,391
7,26
4,5
24,20
97,98
99,23
100,23
11,1102
0,84
244,391
19,20
7,38
4,5
6,5
0,46
1103,131
24,20
953,954
7,60
19,20
7,26
156,58
22,23
24,20
1103,131
7,38
13,14
36,37
7,34
156,88
953,954
16,17
0,21
4,5
71,72
1103,58
19,20
4,5
7,38
82,83
36,43
24,20
7,68
1095,1104
7,44
24,20
0,84
19,20
105,58
1103,58
19,20
953,954
73,1105
7,68
0,1
1106,128
127,128
111,112
16,17
110,58
56,55
54,55
57,58
1107,128
105,58
52,53
105,58
953,954
105,58
7,18
1108,58
1109,685
1110,685
4,5
953,954
105,58
1103,134
1107,128
953,954
602,58
105,58
934,58
7,68
953,954
24,20
0,42
105,58
22,23
1106,128
24,20
602,88
13,14
7,18
56,55
953,954
1103,58
19,20
13,14
953,954
36,37
1095,58
24,20
7,40
0,42
73,1111
16,17
7,26
4,5
36,43
7,38
4,5
7,8
953,954
13,14
24,20
953,954
7,26
73,1112
0,35
6,5
13,14
953,954
1113,939
24,20
141,142
0,46
19,20
1114,345
7,60
4,5
19,20
4,5
7,79
27,28
7,68
953,954
13,14
7,60
1115,131
57,58
1116,146
56,55
1117,1118
36,43
7,38
13,14
73,1119
24,20
7,34
27,28
4,5
0,35
36,37
953,954
7,38
6,5
19,20
953,954
22,23
7,34
1120,982
4,5
13,14
0,31
7,44
36,43
24,20
71,148
1120,146
0,21
953,954
4,5
7,34
0,35
1121,131
953,954
7,15
1120,146
4,5
953,954
19,20
24,20
13,14
1121,58
1117,1122
4,5
7,34
361,219
0,35
13,14
19,20
7,44
16,17
19,20
7,68
7,60
6,5
953,954
0,84
1123,146
1124,146
7,38
99,23
97,98
100,23
1125,131
4,5
1117,58
361,219
1125,131
13,14
7,26
19,20
19,20
16,17
22,23
7,40
6,5
1125,131
24,20
7,60
7,18
7,15
1126,146
953,954
24,20
19,20
123,124
605,300
24,20
13,14
7,40
4,5
1117,58
7,18
4,5
16,17
7,15
101,102
22,23
953,954
7,40
0,42
7,34
19,20
24,20
36,37
7,26
207,208
4,5
1124,146
0,46
1127,353
13,14
24,20
24,20
6,5
4,5
953,954
16,17
1124,146
7,34
36,43
97,98
99,23
7,26
100,23
19,20
1128,146
1125,58
24,20
0,21
953,954
7,79
953,954
4,5
0,84
22,23
7,18
953,954
36,37
13,14
953,954
1129,146
7,15
0,1
798,146
417,229
7,40
953,954
16,17
19,20
24,20
7,44
36,43
7,15
953,954
0,21
953,954
24,20
19,20
415,229
7,40
4,5
7,44
4,5
13,14
19,20
953,954
24,20
7,15
1125,136
0,21
4,5
7,40
16,17
0,84
1130,58
953,954
7,26
0,46
36,37
7,38
4,5
13,14
361,219
7,26
1125,914
4,5
16,17
424,229
7,8
1131,109
7,34
7,44
0,31
1132,131
361,219
7,18
4,5
953,954
36,37
13,14
0,46
1133,714
7,44
19,20
16,17
7,15
953,954
0,31
24,20
7,40
24,20
36,43
7,44
6,5
361,219
19,20
19,20
7,15
244,245
0,84
0,31
7,40
4,5
244,1134
13,14
361,219
19,20
7,44
4,5
1135,146
24,20
0,21
27,28
16,17
99,23
7,15
27,28
953,954
7,79
1136,521
1137,939
24,20
7,15
13,14
361,219
953,954
27,28
24,20
13,14
0,35
4,5
19,20
16,17
953,954
7,15
7,34
24,20
36,43
953,954
7,26
19,20
13,14
430,229
7,18
36,37
16,17
19,20
953,954
4,5
7,8
0,42
434,229
82,83
1125,775
953,954
24,20
7,60
24,20
0,35
7,79
953,954
97,98
953,954
7,44
99,23
100,23
169,1138
13,14
7,68
169,1139
4,5
36,37
0,31
6,5
7,38
4,5
7,26
7,68
169,170
54,55
36,43
0,31
7,18
24,20
169,170
19,20
24,20
169,170
19,20
13,14
169,170
1140,1141
953,954
7,15
1142,229
105,58
4,5
169,282
13,14
1143,1144
7,38
16,17
7,26
0,21
56,55
7,68
4,5
1145,939
169,287
0,1
953,954
1143,1144
82,83
13,14
6,5
953,954
438,229
169,649
7,44
13,14
0,84
169,290
1143,1144
13,14
1125,138
7,60
19,20
24,20
24,20
19,20
16,17
7,34
1143,1144
440,229
1125,58
19,20
1146,219
1147,939
7,26
4,5
36,37
6,5
0,31
7,79
13,14
1143,1144
7,15
1140,1141
16,17
953,954
36,43
19,20
953,954
7,38
22,23
4,5
1148,939
0,84
953,954
7,44
953,954
24,20
1140,403
7,68
1143,1144
1149,146
19,20
13,14
1150,131
56,55
52,53
7,44
953,954
13,14
11,1151
4,5
1150,58
813,814
36,43
0,35
7,18
11,1152
16,17
1153,714
953,954
813,814
11,1154
1143,1144
27,28
132,83
7,8
953,954
7,68
